timestamp,hr_bpm,source,context
2025-07-28 01:23:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 01:25:00 -0700,88.0,Baris’s Apple Watch,
2025-07-28 01:31:00 -0700,85.0,Baris’s Apple Watch,
2025-07-28 01:36:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 01:38:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 01:47:00 -0700,81.0,Baris’s Apple Watch,
2025-07-28 01:52:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 01:56:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 02:00:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 02:03:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:08:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:21:00 -0700,99.0,Baris’s Apple Watch,
2025-07-28 02:22:00 -0700,95.0,Baris’s Apple Watch,
2025-07-28 02:27:00 -0700,83.0,Baris’s Apple Watch,
2025-07-28 02:29:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 02:34:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 02:39:00 -0700,82.0,Baris’s Apple Watch,
2025-07-28 02:44:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:48:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:56:00 -0700,68.0,Baris’s Apple Watch,
2025-07-28 03:01:00 -0700,69.0,Baris’s Apple Watch,
2025-07-28 03:04:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 03:06:00 -0700,71.0,Baris’s Apple Watch,
2025-07-28 03:10:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:15:00 -0700,67.0,Baris’s Apple Watch,
2025-07-28 03:18:00 -0700,64.0,Baris’s Apple Watch,
2025-07-28 03:24:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:28:00 -0700,68.0,Baris’s Apple Watch,
2025-07-28 03:35:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:40:00 -0700,66.0,Baris’s Apple Watch,
2025-07-28 03:46:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:49:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 03:54:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 03:56:00 -0700,62.97562789916992,Baris’s Apple Watch,
2025-07-28 04:00:00 -0700,62.00000000000001,Baris’s Apple Watch,
2025-07-28 04:01:00 -0700,61.0,Baris’s Apple Watch,
2025-07-28 04:04:00 -0700,69.0,Baris’s Apple Watch,
2025-07-28 04:13:00 -0700,64.0,Baris’s Apple Watch,
2025-07-28 04:17:00 -0700,67.0,Baris’s Apple Watch,
2025-07-28 04:19:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 04:27:00 -0700,61.0,Baris’s Apple Watch,
2025-07-28 04:32:00 -0700,58.5,Baris’s Apple Watch,
2025-07-28 04:35:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 04:38:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 04:44:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 04:50:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 04:55:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 04:59:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 05:03:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 05:09:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 05:16:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 05:19:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 05:25:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 05:29:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 05:45:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 05:49:00 -0700,76.0,Baris’s Apple Watch,
2025-07-28 05:53:00 -0700,67.0,Baris’s Apple Watch,
2025-07-28 06:01:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 06:07:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:12:00 -0700,57.01467514038086,Baris’s Apple Watch,
2025-07-28 06:17:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 06:20:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 06:25:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 06:28:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 06:37:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:39:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:43:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 06:49:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 06:53:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:58:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:04:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:08:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:13:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:21:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 07:24:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:32:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:33:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:35:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 07:38:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 07:44:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 07:50:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:52:00 -0700,57.685359954833984,Baris’s Apple Watch,
2025-07-28 07:53:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 08:00:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 08:03:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 08:08:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 08:13:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:20:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:24:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 08:32:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 08:34:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:41:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:43:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:48:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 08:50:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:54:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 09:00:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 09:07:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 09:10:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 09:14:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 09:20:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 09:25:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 09:31:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 09:33:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 09:40:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 09:43:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 09:48:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 09:52:00 -0700,56.71815872192383,Baris’s Apple Watch,
2025-07-28 09:54:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 10:01:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 10:03:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 10:10:00 -0700,64.0,Baris’s Apple Watch,
2025-07-28 10:15:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 10:21:00 -0700,50.0,Baris’s Apple Watch,
2025-07-28 10:27:00 -0700,51.0,Baris’s Apple Watch,
2025-07-28 10:29:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 10:35:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 10:40:00 -0700,47.0,Baris’s Apple Watch,
2025-07-28 10:43:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 10:48:00 -0700,50.0,Baris’s Apple Watch,
2025-07-28 10:54:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 10:59:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 11:03:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:08:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:13:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 11:18:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:20:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 11:27:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:29:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 11:33:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 11:39:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 11:47:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 11:50:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:52:00 -0700,56.46597671508789,Baris’s Apple Watch,
2025-07-28 11:55:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:00:00 -0700,51.0,Baris’s Apple Watch,
2025-07-28 12:07:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 12:08:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 12:16:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:20:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:25:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:28:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 12:31:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:33:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 12:40:00 -0700,61.0,Baris’s Apple Watch,
2025-07-28 12:43:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 12:50:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 12:56:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 12:58:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 13:03:00 -0700,68.0,Baris’s Apple Watch,
2025-07-28 13:12:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 13:23:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 13:29:00 -0700,86.0,Baris’s Apple Watch,
2025-07-28 13:34:00 -0700,89.0,Baris’s Apple Watch,
2025-07-28 13:35:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 13:42:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 13:47:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 13:50:00 -0700,96.5,Baris’s Apple Watch,
2025-07-28 13:51:00 -0700,91.0,Baris’s Apple Watch,
2025-07-28 13:53:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 15:00:00 -0700,94.0,Baris’s Apple Watch,
2025-07-28 15:15:00 -0700,87.0,Baris’s Apple Watch,
2025-07-28 15:17:00 -0700,112.24166666814023,Baris’s Apple Watch,
2025-07-28 15:18:00 -0700,101.48181818181818,Baris’s Apple Watch,
2025-07-28 15:22:00 -0700,98.0,Baris’s Apple Watch,
2025-07-28 15:25:00 -0700,86.0,Baris’s Apple Watch,
2025-07-28 15:30:00 -0700,92.00000000000001,Baris’s Apple Watch,
2025-07-28 15:37:00 -0700,81.0,Baris’s Apple Watch,
2025-07-28 15:42:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 15:45:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 15:51:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 15:56:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 15:58:00 -0700,85.694580078125,Baris’s Apple Watch,
2025-07-28 16:00:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 16:03:00 -0700,83.0,Baris’s Apple Watch,
2025-07-28 16:10:00 -0700,83.0,Baris’s Apple Watch,
2025-07-28 16:15:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 16:22:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 16:26:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 16:32:00 -0700,95.0,Baris’s Apple Watch,
2025-07-28 16:42:00 -0700,88.0,Baris’s Apple Watch,
2025-07-28 16:47:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 16:48:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 16:55:00 -0700,71.0,Baris’s Apple Watch,
2025-07-28 16:56:00 -0700,73.58049392700195,Baris’s Apple Watch,
2025-07-28 16:58:00 -0700,79.0,Baris’s Apple Watch,
2025-07-28 17:06:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 17:12:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 17:16:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 17:21:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 17:26:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 17:29:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 17:37:00 -0700,71.0,Baris’s Apple Watch,
2025-07-28 17:38:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 17:44:00 -0700,76.0,Baris’s Apple Watch,
2025-07-28 17:49:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 17:56:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 18:00:00 -0700,76.0,Baris’s Apple Watch,
2025-07-28 18:05:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 18:08:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 18:13:00 -0700,69.0,Baris’s Apple Watch,
2025-07-28 18:18:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 18:23:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 18:31:00 -0700,76.0,Baris’s Apple Watch,
2025-07-28 18:36:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 18:40:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 18:46:00 -0700,79.0,Baris’s Apple Watch,
2025-07-28 18:48:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 18:56:00 -0700,78.0,Baris’s Apple Watch,
2025-07-28 19:01:00 -0700,76.0,Baris’s Apple Watch,
2025-07-28 19:25:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 19:36:00 -0700,98.0,Baris’s Apple Watch,
2025-07-28 19:37:00 -0700,93.2706413269043,Baris’s Apple Watch,
2025-07-28 19:38:00 -0700,94.0,Baris’s Apple Watch,
2025-07-28 00:41:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 00:42:00 -0700,83.50677871704102,Baris’s Apple Watch,
2025-07-28 00:45:00 -0700,86.0,Baris’s Apple Watch,
2025-07-28 00:52:00 -0700,91.0,Baris’s Apple Watch,
2025-07-28 00:56:00 -0700,85.0,Baris’s Apple Watch,
2025-07-28 00:59:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 01:03:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 01:09:00 -0700,87.0,Baris’s Apple Watch,
2025-07-28 01:13:00 -0700,85.0,Baris’s Apple Watch,
2025-07-28 01:23:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 01:25:00 -0700,88.0,Baris’s Apple Watch,
2025-07-28 01:31:00 -0700,85.0,Baris’s Apple Watch,
2025-07-28 01:36:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 01:38:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 01:47:00 -0700,81.0,Baris’s Apple Watch,
2025-07-28 01:52:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 01:56:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 02:00:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 02:03:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:08:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:21:00 -0700,99.0,Baris’s Apple Watch,
2025-07-28 02:22:00 -0700,95.0,Baris’s Apple Watch,
2025-07-28 02:27:00 -0700,83.0,Baris’s Apple Watch,
2025-07-28 02:29:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 02:34:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 02:39:00 -0700,82.0,Baris’s Apple Watch,
2025-07-28 02:44:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:48:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 02:56:00 -0700,68.0,Baris’s Apple Watch,
2025-07-28 03:01:00 -0700,69.0,Baris’s Apple Watch,
2025-07-28 03:04:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 03:06:00 -0700,71.0,Baris’s Apple Watch,
2025-07-28 03:10:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:15:00 -0700,67.0,Baris’s Apple Watch,
2025-07-28 03:18:00 -0700,64.0,Baris’s Apple Watch,
2025-07-28 03:24:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:28:00 -0700,68.0,Baris’s Apple Watch,
2025-07-28 03:35:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:40:00 -0700,66.0,Baris’s Apple Watch,
2025-07-28 03:46:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 03:49:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 03:54:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 03:56:00 -0700,62.97562789916992,Baris’s Apple Watch,
2025-07-28 04:00:00 -0700,62.00000000000001,Baris’s Apple Watch,
2025-07-28 04:01:00 -0700,61.0,Baris’s Apple Watch,
2025-07-28 04:04:00 -0700,69.0,Baris’s Apple Watch,
2025-07-28 04:13:00 -0700,64.0,Baris’s Apple Watch,
2025-07-28 04:17:00 -0700,67.0,Baris’s Apple Watch,
2025-07-28 04:19:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 04:27:00 -0700,61.0,Baris’s Apple Watch,
2025-07-28 04:32:00 -0700,58.5,Baris’s Apple Watch,
2025-07-28 04:35:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 04:38:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 04:44:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 04:50:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 04:55:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 04:59:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 05:03:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 05:09:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 05:16:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 05:19:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 05:25:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 05:29:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 05:45:00 -0700,77.00000000000001,Baris’s Apple Watch,
2025-07-28 05:49:00 -0700,76.0,Baris’s Apple Watch,
2025-07-28 05:53:00 -0700,67.0,Baris’s Apple Watch,
2025-07-28 06:01:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 06:07:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:12:00 -0700,57.01467514038086,Baris’s Apple Watch,
2025-07-28 06:17:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 06:20:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 06:25:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 06:28:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 06:37:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:39:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:43:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 06:49:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 06:53:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 06:58:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:04:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:08:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:13:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:21:00 -0700,63.0,Baris’s Apple Watch,
2025-07-28 07:24:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:32:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:33:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:35:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 07:38:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 07:44:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 07:50:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 07:52:00 -0700,57.685359954833984,Baris’s Apple Watch,
2025-07-28 07:53:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 08:00:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 08:03:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 08:08:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 08:13:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:20:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:24:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 08:32:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 08:34:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:41:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:43:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:48:00 -0700,57.0,Baris’s Apple Watch,
2025-07-28 08:50:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 08:54:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 09:00:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 09:07:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 09:10:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 09:14:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 09:20:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 09:25:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 09:31:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 09:33:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 09:40:00 -0700,58.0,Baris’s Apple Watch,
2025-07-28 09:43:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 09:48:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 09:52:00 -0700,56.71815872192383,Baris’s Apple Watch,
2025-07-28 09:54:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 10:01:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 10:03:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 10:10:00 -0700,64.0,Baris’s Apple Watch,
2025-07-28 10:15:00 -0700,59.0,Baris’s Apple Watch,
2025-07-28 10:21:00 -0700,50.0,Baris’s Apple Watch,
2025-07-28 10:27:00 -0700,51.0,Baris’s Apple Watch,
2025-07-28 10:29:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 10:35:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 10:40:00 -0700,47.0,Baris’s Apple Watch,
2025-07-28 10:43:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 10:48:00 -0700,50.0,Baris’s Apple Watch,
2025-07-28 10:54:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 10:59:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 11:03:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:08:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:13:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 11:18:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:20:00 -0700,55.0,Baris’s Apple Watch,
2025-07-28 11:27:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:29:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 11:33:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 11:39:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 11:47:00 -0700,54.0,Baris’s Apple Watch,
2025-07-28 11:50:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 11:52:00 -0700,56.46597671508789,Baris’s Apple Watch,
2025-07-28 11:55:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:00:00 -0700,51.0,Baris’s Apple Watch,
2025-07-28 12:07:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 12:08:00 -0700,49.0,Baris’s Apple Watch,
2025-07-28 12:16:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:20:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:25:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:28:00 -0700,52.0,Baris’s Apple Watch,
2025-07-28 12:31:00 -0700,53.0,Baris’s Apple Watch,
2025-07-28 12:33:00 -0700,56.0,Baris’s Apple Watch,
2025-07-28 12:40:00 -0700,61.0,Baris’s Apple Watch,
2025-07-28 12:43:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 12:50:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 12:56:00 -0700,60.0,Baris’s Apple Watch,
2025-07-28 12:58:00 -0700,65.0,Baris’s Apple Watch,
2025-07-28 13:03:00 -0700,68.0,Baris’s Apple Watch,
2025-07-28 13:12:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 13:23:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 13:29:00 -0700,86.0,Baris’s Apple Watch,
2025-07-28 13:34:00 -0700,89.0,Baris’s Apple Watch,
2025-07-28 13:35:00 -0700,80.0,Baris’s Apple Watch,
2025-07-28 13:42:00 -0700,70.0,Baris’s Apple Watch,
2025-07-28 13:47:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 13:50:00 -0700,96.5,Baris’s Apple Watch,
2025-07-28 13:51:00 -0700,91.0,Baris’s Apple Watch,
2025-07-28 13:53:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 15:00:00 -0700,94.0,Baris’s Apple Watch,
2025-07-28 15:15:00 -0700,87.0,Baris’s Apple Watch,
2025-07-28 15:17:00 -0700,112.24166666814023,Baris’s Apple Watch,
2025-07-28 15:18:00 -0700,101.48181818181818,Baris’s Apple Watch,
2025-07-28 15:22:00 -0700,98.0,Baris’s Apple Watch,
2025-07-28 15:25:00 -0700,86.0,Baris’s Apple Watch,
2025-07-28 15:30:00 -0700,92.00000000000001,Baris’s Apple Watch,
2025-07-28 15:37:00 -0700,81.0,Baris’s Apple Watch,
2025-07-28 15:42:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 15:45:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 15:51:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 15:56:00 -0700,74.0,Baris’s Apple Watch,
2025-07-28 15:58:00 -0700,85.694580078125,Baris’s Apple Watch,
2025-07-28 16:00:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 16:03:00 -0700,83.0,Baris’s Apple Watch,
2025-07-28 16:10:00 -0700,83.0,Baris’s Apple Watch,
2025-07-28 16:15:00 -0700,84.0,Baris’s Apple Watch,
2025-07-28 16:22:00 -0700,73.0,Baris’s Apple Watch,
2025-07-28 16:26:00 -0700,75.0,Baris’s Apple Watch,
2025-07-28 16:32:00 -0700,95.0,Baris’s Apple Watch,
2025-07-28 16:42:00 -0700,88.0,Baris’s Apple Watch,
2025-07-28 16:47:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 16:48:00 -0700,72.0,Baris’s Apple Watch,
2025-07-28 16:55:00 -0700,71.0,Baris’s Apple Watch,
